country,year,population,pop_density,net_migration,migration_perc,region,incomeLevel,lendingType,capitalCity,longitude,latitude
Albania,2002,3051010.0,111.350729927007,-176774.0,-0.0579395020009767,Europe & Central Asia,Upper middle income,IBRD,Tirane,19.8172,41.3317
Albania,1997,3148281.0,114.900766423358,-179606.0,-0.0570489101830491,Europe & Central Asia,Upper middle income,IBRD,Tirane,19.8172,41.3317
Albania,1992,3247039.0,118.505072992701,-443212.0,-0.1364972826011637,Europe & Central Asia,Upper middle income,IBRD,Tirane,19.8172,41.3317
Albania,1987,3083605.0,112.540328467153,-99.0,-3.21052793726823e-05,Europe & Central Asia,Upper middle income,IBRD,Tirane,19.8172,41.3317
Albania,1982,2784278.0,101.61598540146,-99.0,-3.555679425689532e-05,Europe & Central Asia,Upper middle income,IBRD,Tirane,19.8172,41.3317
Albania,1977,2513546.0,91.7352554744526,-99.0,-3.938658771313515e-05,Europe & Central Asia,Upper middle income,IBRD,Tirane,19.8172,41.3317
Albania,1972,2243126.0,81.8659124087591,-99.0,-4.413483683038759e-05,Europe & Central Asia,Upper middle income,IBRD,Tirane,19.8172,41.3317
Albania,1967,1965598.0,71.7371532846715,-99.0,-5.036635161411438e-05,Europe & Central Asia,Upper middle income,IBRD,Tirane,19.8172,41.3317
Albania,1962,1711319.0,62.456897810219,-99.0,-5.785011444388802e-05,Europe & Central Asia,Upper middle income,IBRD,Tirane,19.8172,41.3317
Algeria,2017,41389198.0,17.3777146120063,-50002.0,-0.001208092990833,Middle East & North Africa,Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,2012,37383887.0,15.6960402898721,-143268.0,-0.0038323462726066,Middle East & North Africa,Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,2007,34166972.0,14.3453827873739,-357340.0,-0.0104586382428036,Middle East & North Africa,Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,2002,31855109.0,13.3747214221536,-205228.0,-0.0064425458409198,Middle East & North Africa,Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1997,29742979.0,12.4879201760058,-164413.0,-0.005527791953859,Middle East & North Africa,Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1992,27028326.0,11.3481429543107,-128679.0,-0.0047608941819038,Middle East & North Africa,Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1987,23774284.0,9.98189726838362,-93302.0,-0.00392449253151,Middle East & North Africa,Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1982,20452902.0,8.58737813531284,-81020.0,-0.0039612960547114,Middle East & North Africa,Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1977,17582904.0,7.3823775894934,-224833.0,-0.0127870231220053,Middle East & North Africa,Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1972,15285990.0,6.41799272800558,-253436.0,-0.0165796261805745,Middle East & North Africa,Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1967,13275026.0,5.57366715090648,-121335.0,-0.0091400950928457,Middle East & North Africa,Upper middle income,IBRD,Algiers,3.05097,36.7397
Algeria,1962,11619828.0,4.87871388144802,-282941.0,-0.0243498440768658,Middle East & North Africa,Upper middle income,IBRD,Algiers,3.05097,36.7397
Angola,2017,29816748.0,23.9165380604797,32066.0,0.0010754358590681,Sub-Saharan Africa ,Lower middle income,IBRD,Luanda,13.242,-8.81155
Angola,2012,25107931.0,20.1395131146226,166267.0,0.0066220908445223,Sub-Saharan Africa ,Lower middle income,IBRD,Luanda,13.242,-8.81155
Angola,2007,20905363.0,16.7685593968076,357301.0,0.017091355935795,Sub-Saharan Africa ,Lower middle income,IBRD,Luanda,13.242,-8.81155
Angola,2002,17519417.0,14.0526325499318,261100.0,0.0149034639680076,Sub-Saharan Africa ,Lower middle income,IBRD,Luanda,13.242,-8.81155
Angola,1997,14871570.0,11.9287478944413,199800.0,0.0134350307331371,Sub-Saharan Africa ,Lower middle income,IBRD,Luanda,13.242,-8.81155
Angola,1992,12657366.0,10.1526959172215,142812.0,0.0112829162086329,Sub-Saharan Africa ,Lower middle income,IBRD,Luanda,13.242,-8.81155
Angola,1987,10689250.0,8.5740354535975,188491.0,0.0176336974062726,Sub-Saharan Africa ,Lower middle income,IBRD,Luanda,13.242,-8.81155
Angola,1982,8952950.0,7.18131868131868,234148.0,0.0261531673917535,Sub-Saharan Africa ,Lower middle income,IBRD,Luanda,13.242,-8.81155
Angola,1977,7533735.0,6.04294136520414,199800.0,0.0265207098471077,Sub-Saharan Africa ,Lower middle income,IBRD,Luanda,13.242,-8.81155
Angola,1972,6248552.0,5.01207347397128,199800.0,0.0319754080625399,Sub-Saharan Africa ,Lower middle income,IBRD,Luanda,13.242,-8.81155
Angola,1967,5774243.0,4.63162188176787,-587286.0,-0.1017078775520877,Sub-Saharan Africa ,Lower middle income,IBRD,Luanda,13.242,-8.81155
Angola,1962,5608539.0,4.4987077885618,-296717.0,-0.0529045086429817,Sub-Saharan Africa ,Lower middle income,IBRD,Luanda,13.242,-8.81155
Antigua and Barbuda,2017,95426.0,216.877272727273,0.0,0.0,Latin America & Caribbean ,High income,IBRD,Saint John's,-61.8456,17.1175
Antigua and Barbuda,2012,90409.0,205.475,943.0,0.0104303775066641,Latin America & Caribbean ,High income,IBRD,Saint John's,-61.8456,17.1175
Antigua and Barbuda,2007,84026.0,190.968181818182,1887.0,0.0224573346345178,Latin America & Caribbean ,High income,IBRD,Saint John's,-61.8456,17.1175
Antigua and Barbuda,2002,78295.0,177.943181818182,252.0,0.0032185963343763,Latin America & Caribbean ,High income,IBRD,Saint John's,-61.8456,17.1175
Antigua and Barbuda,1997,71704.0,162.963636363636,2469.0,0.0344332254825393,Latin America & Caribbean ,High income,IBRD,Saint John's,-61.8456,17.1175
Antigua and Barbuda,1992,64471.0,146.525,2231.0,0.0346047059918412,Latin America & Caribbean ,High income,IBRD,Saint John's,-61.8456,17.1175
Antigua and Barbuda,1987,61717.0,140.265909090909,-2890.0,-0.046826644198519,Latin America & Caribbean ,High income,IBRD,Saint John's,-61.8456,17.1175
Antigua and Barbuda,1982,61779.0,140.406818181818,-3763.0,-0.0609106654364751,Latin America & Caribbean ,High income,IBRD,Saint John's,-61.8456,17.1175
Antigua and Barbuda,1977,62159.0,141.270454545455,-4428.0,-0.0712366672565517,Latin America & Caribbean ,High income,IBRD,Saint John's,-61.8456,17.1175
Antigua and Barbuda,1972,64133.0,145.756818181818,-7018.0,-0.1094288431852556,Latin America & Caribbean ,High income,IBRD,Saint John's,-61.8456,17.1175
Antigua and Barbuda,1967,61241.0,139.184090909091,-1202.0,-0.0196273738181936,Latin America & Caribbean ,High income,IBRD,Saint John's,-61.8456,17.1175
Antigua and Barbuda,1962,55841.0,126.911363636364,-1880.0,-0.0336670188571121,Latin America & Caribbean ,High income,IBRD,Saint John's,-61.8456,17.1175
Argentina,2017,44044811.0,16.0941907925267,24000.0,0.0005448996023617,Latin America & Caribbean ,Upper middle income,IBRD,Buenos Aires,-58.4173,-34.6118
Argentina,2012,41733271.0,15.2495426957383,30000.0,0.0007188509139386,Latin America & Caribbean ,Upper middle income,IBRD,Buenos Aires,-58.4173,-34.6118
Argentina,2007,39684295.0,14.5008367772747,-120000.0,-0.0030238662423006,Latin America & Caribbean ,Upper middle income,IBRD,Buenos Aires,-58.4173,-34.6118
Argentina,2002,37681749.0,13.7690966094077,-125000.0,-0.0033172557887374,Latin America & Caribbean ,Upper middle income,IBRD,Buenos Aires,-58.4173,-34.6118
Argentina,1997,35657429.0,13.0294001147371,-128000.0,-0.0035897147828577,Latin America & Caribbean ,Upper middle income,IBRD,Buenos Aires,-58.4173,-34.6118
Argentina,1992,33529326.0,12.2517808008945,-105000.0,-0.0031315869576382,Latin America & Caribbean ,Upper middle income,IBRD,Buenos Aires,-58.4173,-34.6118
Argentina,1987,31184415.0,11.3949387764051,160000.0,0.0051307680455124,Latin America & Caribbean ,Upper middle income,IBRD,Buenos Aires,-58.4173,-34.6118
Argentina,1982,28794548.0,10.5216696081763,140000.0,0.0048620315206892,Latin America & Caribbean ,Upper middle income,IBRD,Buenos Aires,-58.4173,-34.6118
Argentina,1977,26661398.0,9.74220609568493,-230000.0,-0.008626704421126,Latin America & Caribbean ,Upper middle income,IBRD,Buenos Aires,-58.4173,-34.6118
Argentina,1972,24653175.0,9.0083915240674,142000.0,0.0057599071924812,Latin America & Caribbean ,Upper middle income,IBRD,Buenos Aires,-58.4173,-34.6118
Argentina,1967,22828869.0,8.34178112975894,130000.0,0.0056945440442099,Latin America & Caribbean ,Upper middle income,IBRD,Buenos Aires,-58.4173,-34.6118
Argentina,1962,21153052.0,7.72942934713102,122000.0,0.0057674892493054,Latin America & Caribbean ,Upper middle income,IBRD,Buenos Aires,-58.4173,-34.6118
Armenia,2017,2944809.0,103.435511064278,-24989.0,-0.0084857795531051,Europe & Central Asia,Upper middle income,IBRD,Yerevan,44.509,40.1596
Armenia,2012,2884229.0,101.307657183,-30535.0,-0.0105868847445885,Europe & Central Asia,Upper middle income,IBRD,Yerevan,44.509,40.1596
Armenia,2007,2932618.0,103.007305936073,-183361.0,-0.0625246793138417,Europe & Central Asia,Upper middle income,IBRD,Yerevan,44.509,40.1596
Armenia,2002,3033978.0,106.567544783983,-160521.0,-0.0529077666350909,Europe & Central Asia,Upper middle income,IBRD,Yerevan,44.509,40.1596
Armenia,1997,3133089.0,110.048788198103,-223873.0,-0.071454401710261,Europe & Central Asia,Upper middle income,IBRD,Yerevan,44.509,40.1596
Armenia,1992,3442817.0,120.927889005971,-496288.0,-0.1441517222669691,Europe & Central Asia,Upper middle income,IBRD,Yerevan,44.509,40.1596
Armenia,1987,3451947.0,121.248577449947,-67528.0,-0.0195622933955822,Europe & Central Asia,Upper middle income,IBRD,Yerevan,44.509,40.1596
Armenia,1982,3193689.0,112.177344573235,-51230.0,-0.0160410108811471,Europe & Central Asia,Upper middle income,IBRD,Yerevan,44.509,40.1596
Armenia,1977,2944383.0,103.420547945205,17214.0,0.0058463861528883,Europe & Central Asia,Upper middle income,IBRD,Yerevan,44.509,40.1596
Armenia,1972,2650486.0,93.0975061468212,86404.0,0.0325993044294518,Europe & Central Asia,Upper middle income,IBRD,Yerevan,44.509,40.1596
Armenia,1967,2339127.0,82.1611169652266,103399.0,0.0442040983666128,Europe & Central Asia,Upper middle income,IBRD,Yerevan,44.509,40.1596
Armenia,1962,2009526.0,70.5839831401475,70335.0,0.035000791231365,Europe & Central Asia,Upper middle income,IBRD,Yerevan,44.509,40.1596
Aruba,2017,105366.0,585.366666666667,1004.0,0.0095286904694113,Latin America & Caribbean ,High income,Not classified,Oranjestad,-70.0167,12.5167
Aruba,2012,102560.0,569.777777777778,1253.0,0.0122172386895475,Latin America & Caribbean ,High income,Not classified,Oranjestad,-70.0167,12.5167
Aruba,2007,101222.0,562.344444444444,-441.0,-0.0043567603880579,Latin America & Caribbean ,High income,Not classified,Oranjestad,-70.0167,12.5167
Aruba,2002,94992.0,527.733333333333,6263.0,0.0659318679467744,Latin America & Caribbean ,High income,Not classified,Oranjestad,-70.0167,12.5167
Aruba,1997,85451.0,474.727777777778,6926.0,0.0810522989783618,Latin America & Caribbean ,High income,Not classified,Oranjestad,-70.0167,12.5167
Aruba,1992,68235.0,379.083333333333,14218.0,0.2083681395178427,Latin America & Caribbean ,High income,Not classified,Oranjestad,-70.0167,12.5167
Aruba,1987,61833.0,343.516666666667,-5194.0,-0.0840004528326298,Latin America & Caribbean ,High income,Not classified,Oranjestad,-70.0167,12.5167
Aruba,1982,61345.0,340.805555555556,-1921.0,-0.0313146955742114,Latin America & Caribbean ,High income,Not classified,Oranjestad,-70.0167,12.5167
Aruba,1977,60366.0,335.366666666667,-5470.0,-0.090613921744028,Latin America & Caribbean ,High income,Not classified,Oranjestad,-70.0167,12.5167
Aruba,1972,59840.0,332.444444444444,-3537.0,-0.0591076203208556,Latin America & Caribbean ,High income,Not classified,Oranjestad,-70.0167,12.5167
Aruba,1967,58055.0,322.527777777778,-4275.0,-0.0736370682973042,Latin America & Caribbean ,High income,Not classified,Oranjestad,-70.0167,12.5167
Aruba,1962,56225.0,312.361111111111,-4323.0,-0.0768875055580257,Latin America & Caribbean ,High income,Not classified,Oranjestad,-70.0167,12.5167
Australia,2017,24601860.0,3.19836141871706,791229.0,0.0321613487760681,East Asia & Pacific,High income,Not classified,Canberra,149.129,-35.282
Australia,2012,22733465.0,2.95920036968095,989375.0,0.043520642365781,East Asia & Pacific,High income,Not classified,Canberra,149.129,-35.282
Australia,2007,20827600.0,2.71111516082423,1210802.0,0.0581344946129174,East Asia & Pacific,High income,Not classified,Canberra,149.129,-35.282
Australia,2002,19651400.0,2.55800997097223,589282.0,0.0299867693904759,East Asia & Pacific,High income,Not classified,Canberra,149.129,-35.282
Australia,1997,18517000.0,2.41034585996381,388419.0,0.0209763460603769,East Asia & Pacific,High income,Not classified,Canberra,149.129,-35.282
Australia,1992,17495000.0,2.2773127839319,351078.0,0.0200673335238639,East Asia & Pacific,High income,Not classified,Canberra,149.129,-35.282
Australia,1987,16263900.0,2.11706129674707,654209.0,0.0402246078738801,East Asia & Pacific,High income,Not classified,Canberra,149.129,-35.282
Australia,1982,15178000.0,1.9757103992294,453572.0,0.0298835156147054,East Asia & Pacific,High income,Not classified,Canberra,149.129,-35.282
Australia,1977,14192000.0,1.84736341980917,235744.0,0.0166110484780157,East Asia & Pacific,High income,Not classified,Canberra,149.129,-35.282
Australia,1972,13177000.0,1.71524152922953,259531.0,0.0196957577597328,East Asia & Pacific,High income,Not classified,Canberra,149.129,-35.282
Australia,1967,11799000.0,1.53586816448199,806193.0,0.0683272311212814,East Asia & Pacific,High income,Not classified,Canberra,149.129,-35.282
Australia,1962,10742000.0,1.39827916118871,384343.0,0.0357794637870042,East Asia & Pacific,High income,Not classified,Canberra,149.129,-35.282
Austria,2017,8797566.0,106.607445296677,324998.0,0.0369418086775364,Europe & Central Asia,High income,Not classified,Vienna,16.3798,48.2201
Austria,2012,8429991.0,102.114865434913,267172.0,0.03169303502222,Europe & Central Asia,High income,Not classified,Vienna,16.3798,48.2201
Austria,2007,8295487.0,100.45638301005,153763.0,0.0185357411807166,Europe & Central Asia,High income,Not classified,Vienna,16.3798,48.2201
Austria,2002,8081957.0,97.8682126422863,178117.0,0.0220388452945245,Europe & Central Asia,High income,Not classified,Vienna,16.3798,48.2201
Austria,1997,7968041.0,96.4887503027367,65082.0,0.0081678796582497,Europe & Central Asia,High income,Not classified,Vienna,16.3798,48.2201
Austria,1992,7840709.0,94.9468273189634,227841.0,0.0290587241536447,Europe & Central Asia,High income,Not classified,Vienna,16.3798,48.2201
Austria,1987,7574586.0,91.7242189392105,110999.0,0.0146541342325507,Europe & Central Asia,High income,Not classified,Vienna,16.3798,48.2201
Austria,1982,7574140.0,91.7188181157665,18002.0,0.0023767714882481,Europe & Central Asia,High income,Not classified,Vienna,16.3798,48.2201
Austria,1977,7568430.0,91.6496730443207,5502.0,0.0007269671517078,Europe & Central Asia,High income,Not classified,Vienna,16.3798,48.2201
Austria,1972,7544201.0,91.3562727052555,82001.0,0.010869408171919,Europe & Central Asia,High income,Not classified,Vienna,16.3798,48.2201
Austria,1967,7376998.0,89.331533058852,50401.0,0.0068321829557226,Europe & Central Asia,High income,Not classified,Vienna,16.3798,48.2201
Austria,1962,7129864.0,86.3388713974328,15996.0,0.002243521054539,Europe & Central Asia,High income,Not classified,Vienna,16.3798,48.2201
Azerbaijan,2017,9854033.0,119.197205757832,6002.0,0.0006090907144313,Europe & Central Asia,Upper middle income,IBRD,Baku,49.8932,40.3834
Azerbaijan,2012,9295784.0,112.460792901473,8499.0,0.0009142854438097,Europe & Central Asia,Upper middle income,IBRD,Baku,49.8932,40.3834
Azerbaijan,2007,8581300.0,103.853363762393,53579.0,0.0062436926805961,Europe & Central Asia,Upper middle income,IBRD,Baku,49.8932,40.3834
Azerbaijan,2002,8171950.0,98.9124669344261,36523.0,0.0044693127099407,Europe & Central Asia,Upper middle income,IBRD,Baku,49.8932,40.3834
Azerbaijan,1997,7838250.0,94.1904877132582,-111849.0,-0.0142696392689694,Europe & Central Asia,Upper middle income,IBRD,Baku,49.8932,40.3834
Azerbaijan,1992,7382000.0,88.7078340572541,-115116.0,-0.0155941479273909,Europe & Central Asia,Upper middle income,IBRD,Baku,49.8932,40.3834
Azerbaijan,1987,6893489.0,82.8375091627912,-161568.0,-0.0234377685958445,Europe & Central Asia,Upper middle income,IBRD,Baku,49.8932,40.3834
Azerbaijan,1982,6349553.0,76.3011524087626,-101568.0,-0.0159960866536589,Europe & Central Asia,Upper middle income,IBRD,Baku,49.8932,40.3834
Azerbaijan,1977,5863132.0,70.4559404929281,-50466.0,-0.0086073450162814,Europe & Central Asia,Upper middle income,IBRD,Baku,49.8932,40.3834
Azerbaijan,1972,5385263.0,64.7134960404725,-50466.0,-0.009371130063657,Europe & Central Asia,Upper middle income,IBRD,Baku,49.8932,40.3834
Azerbaijan,1967,4843868.0,58.2076739127822,-40000.0,-0.0082578633439226,Europe & Central Asia,Upper middle income,IBRD,Baku,49.8932,40.3834
Azerbaijan,1962,4171426.0,50.1270894168259,0.0,0.0,Europe & Central Asia,Upper middle income,IBRD,Baku,49.8932,40.3834
"Bahamas, The",2017,381761.0,38.137962037962,4999.0,0.0130945801168794,Latin America & Caribbean ,High income,Not classified,Nassau,-77.339,25.0661
"Bahamas, The",2012,363584.0,36.3220779220779,4999.0,0.013749229889104,Latin America & Caribbean ,High income,Not classified,Nassau,-77.339,25.0661
"Bahamas, The",2007,337389.0,33.7051948051948,14536.0,0.0430837994125475,Latin America & Caribbean ,High income,Not classified,Nassau,-77.339,25.0661
"Bahamas, The",2002,307660.0,30.7352647352647,11877.0,0.0386043034518624,Latin America & Caribbean ,High income,Not classified,Nassau,-77.339,25.0661
"Bahamas, The",1997,287358.0,28.7070929070929,-3001.0,-0.0104434190104329,Latin America & Caribbean ,High income,Not classified,Nassau,-77.339,25.0661
"Bahamas, The",1992,266029.0,26.5763236763237,-322.0,-0.0012103943555025,Latin America & Caribbean ,High income,Not classified,Nassau,-77.339,25.0661
"Bahamas, The",1987,243271.0,24.3027972027972,-811.0,-0.0033337306953973,Latin America & Caribbean ,High income,Not classified,Nassau,-77.339,25.0661
"Bahamas, The",1982,220184.0,21.9964035964036,646.0,0.002933909820877,Latin America & Caribbean ,High income,Not classified,Nassau,-77.339,25.0661
"Bahamas, The",1977,197101.0,19.6904095904096,2981.0,0.0151242256508084,Latin America & Caribbean ,High income,Not classified,Nassau,-77.339,25.0661
"Bahamas, The",1972,177866.0,17.7688311688312,949.0,0.005335477269405,Latin America & Caribbean ,High income,Not classified,Nassau,-77.339,25.0661
"Bahamas, The",1967,152620.0,15.2467532467532,13929.0,0.0912658891364172,Latin America & Caribbean ,High income,Not classified,Nassau,-77.339,25.0661
"Bahamas, The",1962,121091.0,12.097002997003,13873.0,0.1145667308057576,Latin America & Caribbean ,High income,Not classified,Nassau,-77.339,25.0661
Bahrain,2017,1494074.0,1920.40352364259,239000.0,0.1599653029234161,Middle East & North Africa,High income,Not classified,Manama,50.5354,26.1921
Bahrain,2012,1299943.0,1688.23766233766,42000.0,0.0323091089378534,Middle East & North Africa,High income,Not classified,Manama,50.5354,26.1921
Bahrain,2007,1035919.0,1381.22533333333,272000.0,0.2625687915754031,Middle East & North Africa,High income,Not classified,Manama,50.5354,26.1921
Bahrain,2002,735146.0,1035.41690140845,155500.0,0.21152260911438,Middle East & North Africa,High income,Not classified,Manama,50.5354,26.1921
Bahrain,1997,594931.0,837.930985915493,39180.0,0.0658563766218267,Middle East & North Africa,High income,Not classified,Manama,50.5354,26.1921
Bahrain,1992,523086.0,736.740845070423,5480.0,0.0104762887938121,Middle East & North Africa,High income,Not classified,Manama,50.5354,26.1921
Bahrain,1987,448971.0,650.682608695652,12899.0,0.0287301406995106,Middle East & North Africa,High income,Not classified,Manama,50.5354,26.1921
Bahrain,1982,385950.0,559.347826086957,3234.0,0.0083793237465993,Middle East & North Africa,High income,Not classified,Manama,50.5354,26.1921
Bahrain,1977,303175.0,439.384057971015,48962.0,0.1614974849509359,Middle East & North Africa,High income,Not classified,Manama,50.5354,26.1921
Bahrain,1972,229155.0,332.108695652174,19123.0,0.0834500665488424,Middle East & North Africa,High income,Not classified,Manama,50.5354,26.1921
Bahrain,1967,196063.0,284.149275362319,-8033.0,-0.0409715244589749,Middle East & North Africa,High income,Not classified,Manama,50.5354,26.1921
Bahrain,1962,173144.0,250.933333333333,-4195.0,-0.0242283879314327,Middle East & North Africa,High income,Not classified,Manama,50.5354,26.1921
Bangladesh,2017,159670593.0,1226.63127448721,-1847503.0,-0.0115707154666858,South Asia,Lower middle income,IDA,Dhaka,90.4113,23.7055
Bangladesh,2012,151007807.0,1160.0814857494,-2306839.0,-0.0152762896556732,South Asia,Lower middle income,IDA,Dhaka,90.4113,23.7055
Bangladesh,2007,142660376.0,1095.95433663671,-3254778.0,-0.0228148704725129,South Asia,Lower middle income,IDA,Dhaka,90.4113,23.7055
Bangladesh,2002,132478086.0,1017.73132058078,-1492537.0,-0.0112662935060822,South Asia,Lower middle income,IDA,Dhaka,90.4113,23.7055
Bangladesh,1997,120160564.0,923.104893600676,-719899.0,-0.0059911419856517,South Asia,Lower middle income,IDA,Dhaka,90.4113,23.7055
Bangladesh,1992,107983704.0,829.559068909887,-813794.0,-0.0075362667685487,South Asia,Lower middle income,IDA,Dhaka,90.4113,23.7055
Bangladesh,1987,95671163.0,734.970907275102,-219363.0,-0.0022928852657513,South Asia,Lower middle income,IDA,Dhaka,90.4113,23.7055
Bangladesh,1982,83932127.0,644.788561112391,-793826.0,-0.0094579516613465,South Asia,Lower middle income,IDA,Dhaka,90.4113,23.7055
Bangladesh,1977,73463584.0,564.366474610125,-1137344.0,-0.0154817385440928,South Asia,Lower middle income,IDA,Dhaka,90.4113,23.7055
Bangladesh,1972,66625705.0,511.83609894753,-3045287.0,-0.0457073887623403,South Asia,Lower middle income,IDA,Dhaka,90.4113,23.7055
Bangladesh,1967,59034249.0,453.516547591611,-161822.0,-0.0027411545457281,South Asia,Lower middle income,IDA,Dhaka,90.4113,23.7055
Bangladesh,1962,50752157.0,389.891349773373,-142378.0,-0.0028053585978621,South Asia,Lower middle income,IDA,Dhaka,90.4113,23.7055
Barbados,2017,286233.0,665.658139534884,-397.0,-0.0013869819342982,Latin America & Caribbean ,High income,Not classified,Bridgetown,-59.6105,13.0935
Barbados,2012,283700.0,659.767441860465,-397.0,-0.0013993655269651,Latin America & Caribbean ,High income,Not classified,Bridgetown,-59.6105,13.0935
Barbados,2007,278700.0,648.139534883721,-249.0,-0.0008934337997847,Latin America & Caribbean ,High income,Not classified,Bridgetown,-59.6105,13.0935
Barbados,2002,273425.0,635.872093023256,-3188.0,-0.0116595044344884,Latin America & Caribbean ,High income,Not classified,Bridgetown,-59.6105,13.0935
Barbados,1997,268187.0,623.690697674419,-3643.0,-0.0135838053298631,Latin America & Caribbean ,High income,Not classified,Bridgetown,-59.6105,13.0935
Barbados,1992,262886.0,611.362790697674,-5393.0,-0.0205145956802568,Latin America & Caribbean ,High income,Not classified,Bridgetown,-59.6105,13.0935
Barbados,1987,258019.0,600.044186046512,-6311.0,-0.0244594390335595,Latin America & Caribbean ,High income,Not classified,Bridgetown,-59.6105,13.0935
Barbados,1982,254082.0,590.888372093023,-7856.0,-0.03091915208476,Latin America & Caribbean ,High income,Not classified,Bridgetown,-59.6105,13.0935
Barbados,1977,248937.0,578.923255813953,-5548.0,-0.0222867633176265,Latin America & Caribbean ,High income,Not classified,Bridgetown,-59.6105,13.0935
Barbados,1972,241515.0,561.662790697674,-6934.0,-0.028710432064261,Latin America & Caribbean ,High income,Not classified,Bridgetown,-59.6105,13.0935
Barbados,1967,236659.0,550.369767441861,-13677.0,-0.0577920129807021,Latin America & Caribbean ,High income,Not classified,Bridgetown,-59.6105,13.0935
Barbados,1962,232633.0,541.006976744186,-17960.0,-0.0772031483065601,Latin America & Caribbean ,High income,Not classified,Bridgetown,-59.6105,13.0935
Belarus,2017,9498264.0,46.792242075569,43648.0,0.0045953660584713,Europe & Central Asia,Upper middle income,IBRD,Minsk,27.5766,53.9678
Belarus,2012,9464495.0,46.6438075994283,72123.0,0.0076203748852949,Europe & Central Asia,Upper middle income,IBRD,Minsk,27.5766,53.9678
Belarus,2007,9560953.0,47.1215032035485,63933.0,0.0066868857110792,Europe & Central Asia,Upper middle income,IBRD,Minsk,27.5766,53.9678
Belarus,2002,9865548.0,48.6394911995267,-6382.0,-0.0006468976685329,Europe & Central Asia,Upper middle income,IBRD,Minsk,27.5766,53.9678
Belarus,1997,10117000.0,49.8767501478998,56146.0,0.0055496688741721,Europe & Central Asia,Upper middle income,IBRD,Minsk,27.5766,53.9678
Belarus,1992,10216000.0,50.3648195622165,-63057.0,-0.0061723766640563,Europe & Central Asia,Upper middle income,IBRD,Minsk,27.5766,53.9678
Belarus,1987,10111000.0,49.8471701833958,-23021.0,-0.0022768272178815,Europe & Central Asia,Upper middle income,IBRD,Minsk,27.5766,53.9678
Belarus,1982,9776000.0,48.1956221652534,47114.0,0.0048193535188216,Europe & Central Asia,Upper middle income,IBRD,Minsk,27.5766,53.9678
Belarus,1977,9463000.0,46.6525340169592,38298.0,0.0040471309309943,Europe & Central Asia,Upper middle income,IBRD,Minsk,27.5766,53.9678
Belarus,1972,9188968.0,45.3015578781305,37146.0,0.0040424561278263,Europe & Central Asia,Upper middle income,IBRD,Minsk,27.5766,53.9678
